user_id	country	age	gender
user_002579	UK	18-24	M
user_002580	CA	35-44	F
user_002581	FR	45+	M
user_002582	FR	35-44	Other
user_002583	US	35-44	F
user_002584	UK	25-34	F
user_002585	DE	25-34	F
user_002586	UK	25-34	F
user_002587	DE	25-34	F
user_002588	CA	45+	Other
user_002589	UK	18-24	M
user_002590	UK	25-34	M
user_002591	UK	45+	F
user_002592	US	35-44	Other
user_002593	UK	18-24	Other
user_002594	FR	45+	F
user_002595	CA	25-34	F
user_002596	FR	35-44	Other
user_002597	FR	25-34	M
user_002598	US	35-44	M
user_002599	DE	25-34	Other
user_002600	US	45+	M
user_002601	CA	18-24	Other
user_002602	US	18-24	Other
user_002603	DE	35-44	Other
user_002604	CA	18-24	Other
user_002605	US	35-44	Other
user_002606	UK	25-34	M
user_002607	US	25-34	F
user_002608	CA	35-44	M
user_002609	US	35-44	F
user_002610	UK	35-44	M
user_002611	FR	45+	Other
user_002612	CA	45+	F
user_002613	CA	35-44	F
user_002614	FR	25-34	Other
user_002615	FR	35-44	Other
user_002616	CA	25-34	Other
user_002617	CA	45+	M
user_002618	DE	45+	Other
user_002619	DE	25-34	F
user_002620	US	45+	M
user_002621	US	18-24	F
user_002622	UK	18-24	F
user_002623	DE	35-44	M
user_002624	FR	18-24	Other
user_002625	US	25-34	Other
user_002626	CA	45+	M
user_002627	CA	18-24	Other
user_002628	US	45+	F
user_002629	FR	45+	F
user_002630	FR	45+	M
user_002631	US	25-34	F
user_002632	US	25-34	F
user_002633	DE	18-24	M
user_002634	US	35-44	Other
user_002635	FR	35-44	Other
user_002636	DE	45+	M
user_002637	DE	18-24	M
user_002638	US	25-34	M
user_002639	FR	45+	M
user_002640	UK	25-34	M
user_002641	DE	45+	F
user_002642	UK	45+	F
user_002643	CA	35-44	F
user_002644	FR	35-44	F
user_002645	CA	25-34	F
user_002646	CA	25-34	Other
user_002647	US	25-34	F
user_002648	US	25-34	M
user_002649	FR	25-34	M
user_002650	DE	35-44	Other
user_002651	DE	45+	F
user_002652	DE	18-24	M
user_002653	FR	25-34	F
user_002654	DE	45+	M
user_002655	DE	45+	M
user_002656	FR	35-44	F
user_002657	DE	35-44	Other
user_002658	DE	18-24	Other
user_002659	UK	35-44	F
user_002660	FR	35-44	F
user_002661	US	45+	F
user_002662	FR	18-24	Other
user_002663	UK	45+	Other
user_002664	US	35-44	Other
user_002665	UK	35-44	F
user_002666	DE	25-34	F
user_002667	UK	18-24	Other
user_002668	UK	45+	F
user_002669	CA	35-44	M
user_002670	DE	45+	F
user_002671	US	25-34	F
user_002672	DE	25-34	F
user_002673	CA	25-34	M
user_002674	CA	45+	M
user_002675	CA	35-44	M
user_002676	FR	45+	M
user_002677	DE	35-44	Other
user_002678	FR	25-34	Other
user_002679	FR	18-24	M
user_002680	DE	25-34	Other
user_002681	DE	25-34	F
user_002682	FR	45+	Other
user_002683	US	35-44	F
user_002684	CA	45+	Other
user_002685	UK	45+	F
user_002686	DE	25-34	M
user_002687	US	18-24	Other
user_002688	UK	35-44	Other
user_002689	CA	25-34	M
user_002690	CA	25-34	Other
user_002691	US	45+	Other
user_002692	DE	18-24	F
user_002693	US	45+	M
user_002694	US	45+	F
user_002695	DE	25-34	F
user_002696	US	25-34	M
user_002697	CA	18-24	F
user_002698	FR	18-24	Other
user_002699	US	18-24	M
user_002700	CA	45+	Other
user_002701	US	45+	M
user_002702	DE	18-24	Other
user_002703	CA	18-24	F
user_002704	FR	18-24	Other
user_002705	FR	45+	M
user_002706	US	35-44	F
user_002707	CA	35-44	Other
user_002708	CA	35-44	M
user_002709	DE	45+	Other
user_002710	US	45+	M
user_002711	UK	25-34	Other
user_002712	UK	18-24	F
user_002713	CA	25-34	M
user_002714	CA	25-34	M
user_002715	UK	35-44	Other
user_002716	DE	25-34	M
user_002717	FR	18-24	M
user_002718	FR	18-24	Other
user_002719	CA	35-44	M
user_002720	UK	35-44	Other
user_002721	DE	45+	F
user_002722	US	18-24	Other
user_002723	US	18-24	Other
user_002724	FR	35-44	Other
user_002725	FR	18-24	M
user_002726	CA	45+	M
user_002727	DE	18-24	M
user_002728	DE	45+	M
user_002729	UK	45+	M
user_002730	UK	18-24	M
user_002731	DE	35-44	M
user_002732	CA	18-24	Other
user_002733	CA	25-34	M
user_002734	FR	18-24	M
user_002735	FR	18-24	M
user_002736	CA	25-34	M
user_002737	CA	25-34	F
user_002738	UK	25-34	M
user_002739	US	35-44	M
user_002740	UK	18-24	Other
user_002741	DE	45+	M
user_002742	UK	18-24	M
user_002743	CA	35-44	Other
user_002744	DE	45+	M
user_002745	FR	45+	Other
user_002746	FR	18-24	M
user_002747	UK	18-24	F
user_002748	UK	45+	M
user_002749	UK	25-34	M
user_002750	US	35-44	M
user_002751	FR	25-34	F
user_002752	DE	45+	M
user_002753	UK	25-34	F
user_002754	DE	35-44	F
user_002755	DE	45+	M
user_002756	FR	18-24	M
user_002757	FR	45+	M
user_002758	CA	25-34	F
user_002759	CA	45+	Other
user_002760	FR	35-44	M
user_002761	US	18-24	M
user_002762	US	35-44	M
user_002763	DE	45+	F
user_002764	CA	45+	F
user_002765	FR	25-34	F
user_002766	UK	35-44	M
user_002767	CA	18-24	F
user_002768	CA	45+	M
user_002769	DE	45+	M
user_002770	FR	25-34	F
user_002771	US	25-34	Other
user_002772	FR	45+	F
user_002773	US	35-44	M
user_002774	UK	18-24	M
user_002775	CA	35-44	M
user_002776	US	45+	F
user_002777	CA	35-44	F
user_002778	US	25-34	Other
user_002779	US	25-34	M
user_002780	UK	35-44	F
user_002781	CA	45+	Other
user_002782	FR	45+	M
user_002783	UK	45+	F
user_002784	UK	35-44	M
user_002785	FR	18-24	M
user_002786	US	25-34	F
user_002787	FR	18-24	Other
user_002788	FR	18-24	M
user_002789	CA	25-34	M
user_002790	CA	25-34	Other
user_002791	US	25-34	M
user_002792	UK	45+	M
user_002793	CA	45+	F
user_002794	UK	25-34	F
user_002795	CA	18-24	M
user_002796	CA	35-44	M
user_002797	US	45+	M
user_002798	FR	35-44	M
user_002799	DE	25-34	M
user_002800	FR	45+	Other
user_002801	CA	35-44	M
user_002802	UK	18-24	M
user_002803	UK	18-24	Other
user_002804	CA	45+	Other
user_002805	FR	45+	Other
user_002806	FR	18-24	F
user_002807	US	25-34	Other
user_002808	US	35-44	M
user_002809	FR	25-34	M
user_002810	UK	18-24	Other
user_002811	DE	45+	M
user_002812	US	45+	F
user_002813	CA	25-34	Other
user_002814	CA	35-44	M
user_002815	US	45+	F
user_002816	UK	25-34	M
user_002817	US	25-34	F
user_002818	DE	45+	F
user_002819	DE	35-44	F
user_002820	FR	45+	M
user_002821	CA	25-34	Other
user_002822	US	35-44	M
user_002823	US	35-44	M
user_002824	FR	18-24	Other
user_002825	CA	45+	F
user_002826	FR	25-34	F
user_002827	UK	25-34	Other
user_002828	FR	18-24	M
user_002829	UK	35-44	M
user_002830	UK	25-34	F
user_002831	CA	35-44	F
user_002832	FR	45+	Other
user_002833	FR	45+	Other
user_002834	FR	18-24	M
user_002835	FR	45+	Other
user_002836	DE	35-44	M
user_002837	CA	35-44	Other
user_002838	CA	35-44	Other
user_002839	UK	25-34	M
user_002840	CA	45+	M
user_002841	FR	18-24	Other
user_002842	UK	18-24	F
user_002843	DE	35-44	Other
user_002844	US	25-34	M
user_002845	CA	35-44	M
user_002846	US	18-24	Other
user_002847	FR	18-24	Other
user_002848	UK	18-24	M
user_002849	UK	35-44	F
user_002850	UK	18-24	M
user_002851	FR	35-44	M
user_002852	FR	35-44	Other
user_002853	UK	25-34	Other
user_002854	CA	35-44	M
user_002855	UK	25-34	F
user_002856	FR	45+	F
user_002857	FR	25-34	M
user_002858	DE	35-44	F
user_002859	FR	45+	F
user_002860	UK	35-44	M
user_002861	DE	18-24	F
user_002862	UK	18-24	Other
user_002863	FR	25-34	M
user_002864	DE	35-44	F
user_002865	US	35-44	F
user_002866	DE	35-44	Other
user_002867	DE	18-24	M
user_002868	FR	45+	F
user_002869	DE	45+	Other
user_002870	DE	25-34	Other
user_002871	CA	35-44	F
user_002872	US	18-24	Other
user_002873	CA	25-34	F
user_002874	CA	25-34	M
user_002875	UK	25-34	Other
user_002876	US	25-34	Other
user_002877	DE	35-44	Other
user_002878	FR	25-34	F
user_002879	FR	18-24	Other
user_002880	CA	25-34	Other
user_002881	FR	45+	F
user_002882	US	45+	M
user_002883	CA	35-44	F
user_002884	UK	45+	Other
user_002885	DE	25-34	M
user_002886	DE	18-24	Other
user_002887	DE	35-44	Other
user_002888	UK	35-44	Other
user_002889	UK	35-44	M
user_002890	US	45+	Other
user_002891	UK	18-24	M
user_002892	DE	25-34	Other
user_002893	FR	35-44	F
user_002894	DE	25-34	M
user_002895	US	45+	F
user_002896	UK	35-44	Other
user_002897	DE	25-34	Other
user_002898	FR	25-34	Other
user_002899	FR	35-44	Other
user_002900	DE	35-44	Other
user_002901	FR	45+	M
user_002902	UK	45+	F
user_002903	US	18-24	Other
user_002904	UK	45+	M
user_002905	CA	25-34	M
user_002906	UK	25-34	Other
user_002907	UK	35-44	M
user_002908	CA	45+	M
user_002909	UK	35-44	Other
user_002910	UK	45+	Other
user_002911	CA	45+	F
user_002912	US	35-44	M
user_002913	UK	25-34	M
user_002914	US	18-24	M
user_002915	CA	45+	M
user_002916	FR	25-34	Other
user_002917	US	35-44	F
user_002918	CA	45+	F
user_002919	DE	35-44	Other
user_002920	CA	18-24	F
user_002921	US	18-24	M
user_002922	US	18-24	F
user_002923	UK	18-24	Other
user_002924	DE	45+	M
user_002925	FR	25-34	F
user_002926	CA	18-24	F
user_002927	CA	25-34	M
user_002928	DE	35-44	Other
user_002929	DE	45+	M
user_002930	US	45+	M
user_002931	FR	25-34	F
user_002932	FR	18-24	Other
user_002933	UK	18-24	M
user_002934	FR	35-44	M
user_002935	FR	18-24	F
user_002936	FR	45+	F
user_002937	US	45+	M
user_002938	DE	35-44	Other
user_002939	UK	45+	M
user_002940	CA	35-44	F
user_002941	UK	18-24	Other
user_002942	UK	25-34	Other
user_002943	DE	45+	M
user_002944	CA	45+	M
user_002945	FR	25-34	F
user_002946	CA	35-44	Other
user_002947	US	45+	M
user_002948	CA	45+	F
user_002949	UK	18-24	M
user_002950	DE	35-44	M
user_002951	UK	18-24	F
user_002952	UK	25-34	M
user_002953	CA	35-44	Other
user_002954	FR	25-34	Other
user_002955	UK	45+	M
user_002956	CA	45+	M
user_002957	DE	18-24	M
user_002958	UK	25-34	F
user_002959	DE	35-44	Other
user_002960	CA	45+	Other
user_002961	CA	45+	M
user_002962	UK	18-24	Other
user_002963	FR	35-44	F
user_002964	CA	25-34	M
user_002965	CA	18-24	F
user_002966	CA	25-34	M
user_002967	FR	25-34	Other
user_002968	US	35-44	M
user_002969	US	18-24	Other
user_002970	DE	45+	Other
user_002971	DE	45+	Other
user_002972	US	18-24	F
user_002973	FR	45+	M
user_002974	CA	18-24	M
user_002975	DE	35-44	M
user_002976	FR	45+	M
user_002977	UK	35-44	F
user_002978	DE	25-34	F
user_002979	CA	18-24	Other
user_002980	UK	18-24	M
user_002981	DE	18-24	F
user_002982	DE	18-24	Other
user_002983	UK	25-34	M
user_002984	FR	25-34	M
user_002985	FR	25-34	F
user_002986	FR	45+	M
user_002987	CA	35-44	M
user_002988	CA	25-34	Other
user_002989	CA	45+	F
user_002990	UK	45+	M
user_002991	DE	25-34	M
user_002992	CA	18-24	F
user_002993	UK	35-44	Other
user_002994	DE	45+	F
user_002995	CA	18-24	F
user_002996	US	45+	Other
user_002997	CA	25-34	Other
user_002998	UK	25-34	F
user_002999	CA	45+	M
user_003000	US	45+	F
user_003001	UK	25-34	M
user_003002	US	18-24	M
user_003003	UK	35-44	F
user_003004	US	45+	Other
user_003005	FR	45+	M
user_003006	FR	25-34	Other
user_003007	DE	18-24	Other
user_003008	UK	18-24	M
user_003009	UK	35-44	M
user_003010	FR	25-34	M
user_003011	CA	45+	F
user_003012	FR	18-24	M
user_003013	UK	35-44	F
user_003014	UK	18-24	M
user_003015	US	45+	F
user_003016	UK	35-44	M
user_003017	FR	18-24	M
user_003018	UK	25-34	M
user_003019	US	35-44	F
user_003020	US	45+	F
user_003021	CA	18-24	M
user_003022	DE	35-44	Other
user_003023	DE	18-24	F
user_003024	US	35-44	F
user_003025	US	45+	M
user_003026	DE	45+	Other
user_003027	CA	25-34	Other
user_003028	DE	25-34	M
user_003029	DE	35-44	F
user_003030	DE	45+	F
user_003031	FR	25-34	Other
user_003032	US	35-44	M
user_003033	FR	45+	F
user_003034	US	25-34	M
user_003035	DE	35-44	F
user_003036	FR	18-24	F
user_003037	CA	25-34	Other
user_003038	CA	35-44	F
user_003039	US	25-34	F
user_003040	DE	25-34	F
user_003041	UK	18-24	M
user_003042	CA	25-34	F
user_003043	UK	25-34	Other
user_003044	FR	25-34	M
user_003045	US	18-24	M
user_003046	US	25-34	F
user_003047	DE	25-34	Other
user_003048	CA	25-34	M
user_003049	DE	18-24	Other
user_003050	FR	18-24	F
user_003051	FR	25-34	Other
user_003052	CA	35-44	M
user_003053	FR	18-24	Other
user_003054	US	18-24	Other
user_003055	US	25-34	Other
user_003056	CA	25-34	F
user_003057	FR	25-34	Other
user_003058	US	45+	Other
user_003059	CA	45+	Other
user_003060	FR	25-34	Other
user_003061	FR	25-34	Other
user_003062	DE	35-44	Other
user_003063	US	35-44	Other
user_003064	US	45+	F
user_003065	DE	45+	M
user_003066	UK	35-44	Other
user_003067	UK	45+	Other
user_003068	US	45+	Other
user_003069	CA	35-44	Other
user_003070	US	45+	F
user_003071	DE	45+	M
user_003072	US	25-34	F
user_003073	US	35-44	Other
user_003074	US	45+	Other
user_003075	UK	45+	M
user_003076	US	35-44	F
user_003077	CA	18-24	F
user_003078	UK	25-34	F
user_003079	FR	35-44	Other
user_003080	CA	45+	Other
user_003081	US	45+	M
user_003082	DE	35-44	M
user_003083	FR	18-24	M
user_003084	UK	18-24	Other
user_003085	UK	18-24	Other
user_003086	UK	35-44	M
user_003087	UK	25-34	Other
user_003088	UK	45+	M
user_003089	DE	45+	Other
user_003090	FR	18-24	Other
user_003091	US	35-44	F
user_003092	US	25-34	Other
user_003093	DE	25-34	F
user_003094	DE	45+	F
user_003095	FR	25-34	M
user_003096	FR	25-34	Other
user_003097	DE	45+	F
user_003098	UK	35-44	M
user_003099	CA	45+	F
user_003100	US	25-34	Other
user_003101	FR	35-44	F
user_003102	FR	18-24	F
user_003103	FR	45+	M
user_003104	FR	35-44	Other
user_003105	UK	25-34	M
user_003106	US	18-24	F
user_003107	FR	45+	F
user_003108	FR	35-44	Other
user_003109	UK	45+	F
user_003110	UK	35-44	Other
user_003111	DE	35-44	Other
user_003112	FR	45+	F
user_003113	CA	35-44	M
user_003114	DE	35-44	M
user_003115	UK	35-44	Other
user_003116	DE	45+	F
user_003117	US	45+	F
user_003118	CA	25-34	F
user_003119	UK	35-44	Other
user_003120	UK	35-44	M
user_003121	UK	35-44	Other
user_003122	CA	35-44	M
user_003123	US	25-34	F
user_003124	FR	18-24	M
user_003125	US	35-44	Other
user_003126	DE	18-24	Other
user_003127	CA	18-24	F
user_003128	DE	25-34	M
user_003129	CA	25-34	M
user_003130	FR	45+	F
user_003131	FR	35-44	F
user_003132	FR	18-24	Other
user_003133	CA	45+	F
user_003134	DE	45+	Other
user_003135	UK	18-24	F
user_003136	DE	18-24	Other
user_003137	US	25-34	Other
user_003138	DE	25-34	Other
user_003139	FR	18-24	M
user_003140	US	18-24	Other
user_003141	FR	35-44	F
user_003142	CA	35-44	Other
user_003143	US	45+	F
user_003144	FR	45+	M
user_003145	DE	18-24	F
user_003146	US	35-44	M
user_003147	CA	25-34	M
user_003148	DE	18-24	F
user_003149	UK	25-34	Other
user_003150	FR	25-34	M
user_003151	FR	45+	M
user_003152	FR	45+	Other
user_003153	US	45+	F
user_003154	CA	45+	Other
user_003155	DE	25-34	Other
user_003156	CA	35-44	M
user_003157	DE	18-24	Other
user_003158	DE	45+	Other
user_003159	CA	35-44	M
user_003160	DE	18-24	M
user_003161	CA	45+	Other
user_003162	FR	35-44	Other
user_003163	CA	18-24	M
user_003164	DE	25-34	M
user_003165	DE	45+	Other
user_003166	CA	18-24	F
user_003167	UK	25-34	F
user_003168	UK	35-44	Other
user_003169	CA	18-24	M
user_003170	CA	25-34	Other
user_003171	DE	25-34	Other
user_003172	UK	45+	Other
user_003173	FR	18-24	Other
user_003174	CA	45+	M
user_003175	UK	35-44	M
user_003176	UK	35-44	Other
user_003177	US	18-24	Other
user_003178	US	35-44	Other
user_003179	FR	45+	M
user_003180	UK	45+	Other
user_003181	CA	25-34	Other
user_003182	DE	35-44	Other
user_003183	FR	35-44	Other
user_003184	CA	18-24	Other
user_003185	US	45+	M
user_003186	CA	18-24	F
user_003187	US	18-24	Other
user_003188	FR	35-44	F
user_003189	UK	18-24	M
user_003190	DE	18-24	Other
user_003191	US	35-44	F
user_003192	DE	18-24	Other
user_003193	DE	25-34	Other
user_003194	US	25-34	F
user_003195	DE	45+	F
user_003196	CA	45+	Other
user_003197	US	25-34	Other
user_003198	UK	35-44	Other
user_003199	CA	18-24	M
user_003200	CA	25-34	M
user_003201	DE	45+	Other
user_003202	UK	25-34	Other
user_003203	DE	18-24	Other
user_003204	UK	25-34	M
user_003205	US	35-44	F
user_003206	CA	18-24	Other
user_003207	DE	35-44	M
user_003208	FR	45+	F
user_003209	UK	18-24	M
user_003210	CA	45+	Other
user_003211	DE	18-24	F
user_003212	UK	45+	Other
user_003213	US	45+	F
user_003214	DE	25-34	Other
user_003215	US	35-44	F
user_003216	DE	45+	F
user_003217	UK	18-24	F
user_003218	US	18-24	F
user_003219	US	35-44	Other
user_003220	US	45+	M
user_003221	US	45+	F
user_003222	FR	18-24	M
user_003223	US	18-24	M
user_003224	FR	35-44	F
user_003225	FR	45+	Other
user_003226	CA	18-24	F
user_003227	FR	25-34	Other
user_003228	FR	18-24	F
user_003229	UK	35-44	F
user_003230	DE	35-44	Other
user_003231	US	45+	F
user_003232	CA	35-44	F
user_003233	DE	35-44	M
user_003234	FR	18-24	M
user_003235	US	45+	M
user_003236	DE	45+	Other
user_003237	US	25-34	M
user_003238	DE	35-44	Other
user_003239	UK	25-34	M
user_003240	US	25-34	M
user_003241	DE	18-24	M
user_003242	CA	18-24	M
user_003243	US	45+	Other
user_003244	DE	45+	M
user_003245	UK	18-24	M
user_003246	UK	18-24	Other
user_003247	US	35-44	Other
user_003248	CA	45+	M
user_003249	FR	45+	M
user_003250	DE	45+	F
user_003251	DE	45+	M
user_003252	DE	18-24	Other
user_003253	CA	45+	F
user_003254	UK	18-24	M
user_003255	CA	18-24	M
user_003256	DE	45+	Other
user_003257	FR	18-24	F
user_003258	UK	45+	F
user_003259	FR	45+	M
user_003260	US	35-44	Other
user_003261	US	35-44	Other
user_003262	DE	25-34	Other
user_003263	CA	35-44	F
user_003264	UK	18-24	F
user_003265	DE	45+	F
user_003266	UK	25-34	F
user_003267	FR	35-44	F
user_003268	UK	18-24	F
user_003269	CA	25-34	Other
user_003270	UK	45+	F
user_003271	DE	45+	M
user_003272	CA	25-34	Other
user_003273	UK	18-24	Other
user_003274	CA	25-34	Other
user_003275	US	35-44	F
user_003276	FR	25-34	F
user_003277	UK	45+	M
user_003278	CA	25-34	M
user_003279	FR	25-34	Other
user_003280	UK	45+	Other
user_003281	CA	18-24	M
user_003282	UK	18-24	F
user_003283	DE	35-44	Other
user_003284	UK	35-44	M
user_003285	CA	25-34	M
user_003286	UK	18-24	M
user_003287	US	25-34	M
user_003288	FR	18-24	M
user_003289	UK	18-24	M
user_003290	UK	45+	F
user_003291	US	45+	Other
user_003292	FR	45+	M
user_003293	DE	45+	M
user_003294	FR	45+	F
user_003295	DE	45+	F
user_003296	CA	25-34	F
user_003297	US	18-24	Other
user_003298	DE	35-44	Other
user_003299	CA	18-24	M
user_003300	UK	18-24	F
user_003301	US	45+	F
user_003302	CA	25-34	F
user_003303	FR	35-44	M
user_003304	FR	25-34	M
user_003305	CA	45+	Other
user_003306	UK	18-24	Other
user_003307	UK	18-24	Other
user_003308	US	25-34	Other
user_003309	DE	45+	F
user_003310	FR	35-44	F
user_003311	FR	18-24	Other
user_003312	FR	45+	F
user_003313	CA	35-44	M
user_003314	UK	18-24	Other
user_003315	UK	45+	M
user_003316	US	35-44	Other
user_003317	UK	25-34	M
user_003318	FR	35-44	F
user_003319	DE	25-34	F
user_003320	US	18-24	Other
user_003321	DE	25-34	F
user_003322	DE	18-24	M
user_003323	UK	35-44	F
user_003324	UK	45+	M
user_003325	FR	18-24	Other
user_003326	FR	45+	Other
user_003327	FR	35-44	M
user_003328	DE	25-34	Other
user_003329	CA	25-34	F
user_003330	CA	18-24	M
user_003331	US	25-34	Other
user_003332	CA	45+	M
user_003333	UK	45+	Other
user_003334	DE	18-24	M
user_003335	UK	45+	M
user_003336	CA	18-24	F
user_003337	DE	25-34	F
user_003338	FR	35-44	F
user_003339	CA	18-24	M
user_003340	FR	18-24	Other
user_003341	FR	45+	Other
user_003342	DE	45+	F
user_003343	US	45+	M
user_003344	CA	35-44	F
user_003345	DE	25-34	F
user_003346	DE	18-24	Other
user_003347	FR	45+	F
user_003348	FR	18-24	M
user_003349	US	45+	M
user_003350	UK	25-34	M
user_003351	DE	45+	M
user_003352	US	18-24	M
user_003353	US	45+	M
user_003354	US	45+	Other
user_003355	FR	18-24	M
user_003356	US	25-34	Other
user_003357	UK	25-34	M
user_003358	US	18-24	M
user_003359	UK	35-44	Other
user_003360	DE	18-24	M
user_003361	CA	25-34	Other
user_003362	FR	18-24	M
user_003363	US	45+	M
user_003364	US	25-34	F
user_003365	US	25-34	M
user_003366	FR	45+	Other
user_003367	DE	18-24	F
user_003368	DE	25-34	Other
user_003369	CA	45+	M
user_003370	CA	45+	F
user_003371	UK	45+	Other
user_003372	FR	35-44	Other
user_003373	FR	25-34	F
user_003374	FR	45+	Other
user_003375	UK	25-34	M
user_003376	UK	25-34	M
user_003377	DE	45+	M
user_003378	UK	35-44	M
user_003379	CA	35-44	F
user_003380	DE	45+	F
user_003381	DE	18-24	M
user_003382	FR	25-34	F
user_003383	CA	35-44	Other
user_003384	DE	45+	F
user_003385	FR	45+	Other
user_003386	UK	25-34	M
user_003387	UK	35-44	Other
user_003388	US	45+	Other
user_003389	US	18-24	F
user_003390	DE	45+	M
user_003391	DE	18-24	M
user_003392	CA	45+	Other
user_003393	US	18-24	F
user_003394	UK	35-44	Other
user_003395	US	45+	M
user_003396	CA	35-44	M
user_003397	UK	18-24	M
user_003398	DE	18-24	F
user_003399	DE	25-34	Other
user_003400	UK	25-34	Other
user_003401	CA	45+	M
user_003402	US	18-24	M
user_003403	CA	35-44	Other
user_003404	CA	45+	F
user_003405	US	45+	Other
user_003406	UK	35-44	F
user_003407	UK	18-24	Other
user_003408	FR	18-24	F
user_003409	UK	45+	M
user_003410	UK	18-24	M
user_003411	UK	35-44	Other
user_003412	UK	35-44	M
user_003413	FR	35-44	F
user_003414	CA	25-34	F
user_003415	FR	45+	Other
user_003416	FR	18-24	M
user_003417	US	18-24	M
user_003418	FR	35-44	M
user_003419	CA	45+	M
user_003420	US	18-24	F
user_003421	DE	45+	Other
user_003422	FR	25-34	M
user_003423	FR	25-34	M
user_003424	CA	35-44	F
user_003425	FR	35-44	M
user_003426	CA	35-44	M
user_003427	CA	25-34	F
user_003428	CA	35-44	M
user_003429	FR	25-34	F
user_003430	US	45+	Other
user_003431	DE	18-24	M
user_003432	US	45+	F
user_003433	DE	18-24	Other
user_003434	US	18-24	M
user_003435	UK	45+	Other
user_003436	DE	45+	Other
user_003437	UK	18-24	Other
user_003438	CA	18-24	M
user_003439	DE	45+	Other
user_003440	UK	18-24	F
user_003441	FR	45+	M
user_003442	CA	18-24	Other
user_003443	CA	25-34	M
user_003444	CA	18-24	F
user_003445	US	18-24	F
user_003446	CA	45+	F
user_003447	CA	18-24	M
user_003448	US	18-24	Other
user_003449	US	18-24	M
user_003450	CA	45+	F
user_003451	UK	35-44	M
user_003452	DE	25-34	F
user_003453	CA	18-24	Other
user_003454	FR	18-24	F
user_003455	US	18-24	F
user_003456	FR	35-44	F
user_003457	DE	25-34	Other
user_003458	FR	35-44	Other
user_003459	DE	35-44	F
user_003460	US	45+	Other
user_003461	UK	18-24	Other
user_003462	FR	35-44	M
user_003463	FR	18-24	Other
user_003464	CA	18-24	Other
user_003465	FR	18-24	M
user_003466	CA	35-44	F
user_003467	CA	35-44	F
user_003468	US	35-44	M
user_003469	FR	18-24	M
user_003470	US	25-34	F
user_003471	CA	45+	F
user_003472	DE	18-24	Other
user_003473	US	18-24	Other
user_003474	DE	25-34	F
user_003475	CA	45+	Other
user_003476	CA	45+	M
user_003477	FR	35-44	Other
user_003478	US	18-24	F
user_003479	UK	45+	F
user_003480	CA	18-24	F
user_003481	FR	45+	F
user_003482	CA	25-34	Other
user_003483	US	18-24	M
user_003484	UK	18-24	M
user_003485	FR	25-34	Other
user_003486	US	25-34	Other
user_003487	CA	35-44	M
user_003488	US	18-24	F
user_003489	FR	18-24	F
user_003490	CA	45+	Other
user_003491	DE	45+	M
user_003492	US	35-44	M
user_003493	US	35-44	M
user_003494	CA	45+	M
user_003495	US	35-44	F
user_003496	FR	45+	F
user_003497	DE	25-34	Other
user_003498	US	18-24	Other
user_003499	UK	35-44	Other
user_003500	FR	45+	Other
user_003501	CA	25-34	M
user_003502	CA	18-24	F
user_003503	CA	45+	Other
user_003504	US	45+	F
user_003505	CA	18-24	F
user_003506	CA	25-34	F
user_003507	US	45+	F
user_003508	DE	25-34	M
user_003509	CA	35-44	F
user_003510	DE	45+	Other
user_003511	FR	18-24	F
user_003512	UK	35-44	Other
user_003513	DE	25-34	M
user_003514	CA	35-44	F
user_003515	UK	35-44	F
user_003516	CA	18-24	M
user_003517	FR	35-44	Other
user_003518	US	18-24	Other
user_003519	DE	35-44	Other
user_003520	DE	18-24	Other
user_003521	DE	45+	F
user_003522	FR	35-44	M
user_003523	FR	35-44	Other
user_003524	CA	35-44	M
user_003525	CA	35-44	F
user_003526	CA	25-34	F
user_003527	CA	35-44	F
user_003528	FR	18-24	Other
user_003529	CA	25-34	Other
user_003530	CA	35-44	Other
user_003531	US	35-44	F
user_003532	CA	25-34	F
user_003533	CA	18-24	F
user_003534	UK	25-34	F
user_003535	US	18-24	M
user_003536	US	25-34	Other
user_003537	DE	25-34	M
user_003538	UK	25-34	M
user_003539	UK	45+	M
user_003540	US	45+	Other
user_003541	CA	45+	Other
user_003542	CA	35-44	F
user_003543	FR	25-34	Other
user_003544	DE	45+	F
user_003545	DE	35-44	M
user_003546	DE	18-24	F
user_003547	CA	25-34	M
user_003548	CA	18-24	Other
user_003549	DE	18-24	M
user_003550	US	25-34	M
user_003551	DE	45+	F
user_003552	US	35-44	M
user_003553	DE	18-24	M
user_003554	CA	25-34	M
user_003555	UK	18-24	M
user_003556	CA	35-44	F
user_003557	FR	35-44	F
user_003558	CA	18-24	Other
user_003559	UK	45+	F
user_003560	UK	45+	Other
user_003561	DE	18-24	Other
user_003562	DE	25-34	F
user_003563	FR	25-34	Other
user_003564	FR	35-44	Other
user_003565	DE	35-44	M
user_003566	UK	45+	Other
user_003567	UK	45+	F
user_003568	US	35-44	Other
user_003569	FR	18-24	F
user_003570	FR	18-24	Other
user_003571	US	35-44	M
user_003572	FR	18-24	Other
user_003573	FR	25-34	Other
user_003574	DE	18-24	M
user_003575	FR	25-34	Other
user_003576	CA	18-24	M
user_003577	UK	35-44	F
user_003578	CA	45+	M
user_003579	CA	45+	F
user_003580	CA	35-44	Other
user_003581	CA	25-34	M
user_003582	US	18-24	M
user_003583	US	35-44	Other
user_003584	CA	25-34	Other
user_003585	CA	45+	F
user_003586	UK	18-24	M
